OID,OID1,OID_,FID_,Shape_1,POINT_X,POINT_Y,SnapDist,FldRchLen,RchID,pnet_Bankf,fld_Bankf,dif_Bankf,pdif_Bankf,rtio_Bankf,pnet_Slope,fld_Slope,dif_Slope,pdif_Slope,rtio_Slope,pnet_Sinuo,fld_Sinuo,dif_Sinuo,pdif_Sinuo,rtio_Sinuo,pnet_03_D5,fld_03_D5,dif_03_D5,pdif_03_D5,rtio_03_D5,pnet_04_D5,fld_04_D5,dif_04_D5,pdif_04_D5,rtio_04_D5,pnet_Reach,fld_Reach,dif_Reach,pdif_Reach,rtio_Reach,pnet_Deveg,fld_Deveg,dif_Deveg,pdif_Deveg,rtio_Deveg,pnet_G_Inv,fld_G_Inv,dif_G_Inv,pdif_G_Inv,rtio_G_Inv,pnet_X_Inv,fld_X_Inv,dif_X_Inv,pdif_X_Inv,rtio_X_Inv,pnet_R_Inv,fld_R_Inv,dif_R_Inv,pdif_R_Inv,rtio_R_Inv,pnet_Conif,fld_Conif,dif_Conif,pdif_Conif,rtio_Conif,LWFrq,LWVol,RPD_Index,BankAngle_,D50_Index,LWFrq_Inde,PTF6_Index,PoolPct_In,TotalIndex,Geo_Cond,RS_Type
-1,-1,-1,95, ,1118924.381,5013646.135,20,204.175247,8064,6.29392004,8.489999771,-2.196079969,0.258666992,0.741333008,2.17E-05,0.0108,-0.0107783,0.997987986,0.00201184,1.11322999,1.129999995,-0.016771501,0.014842,0.985158026,0.111801997,0.07,0.041802,0.373892993,1.597169995,0.083851203,0.07,0.0138512,0.165188,1.197870016,204.1750031,213.3999939,-9.224749565,0.043227501,0.956772983,0,71.84519959,-71.84519959,1,0,0,1.325600028,-1.325600028,1,0,0,0,0,0,0,0,0.555555999,-0.555555999,1,0,0,28,-28,1,0,398.31,104.55,3.15,10,9.1,7.71,9.48,2.99,73.88,,
-1,-1,-1,96, ,1151942.464,5020130.49,10,185.1940865,8037,5.691669941,10.19999981,-4.508329868,0.441992998,0.558007002,0.066000499,0.038699999,0.027300499,0.413641006,1.705440044,1.005460024,1.029999971,-0.024537301,0.0238226,0.976176977,0.123631999,0.100000001,0.023631999,0.191147998,1.236320019,0.092723697,0.100000001,-0.0072763,0.072763003,0.927236974,185.1940002,193.5,-8.30591011,0.042924602,0.957075,0,105.1839981,-105.1839981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,82,-81,0.987805009,0.0121951,237.73,83.55,9.97,10,1.19,8.13,0,3.65,50.43,,
-1,-1,-1,97, ,1121025.711,5017548.921,10,133.0214977,8068,3.119460106,4.900000095,-1.780539989,0.363375008,0.636624992,0.095485799,0.075900003,0.019585799,0.205118001,1.258049965,1.106979966,1.320000052,-0.213021994,0.161379993,0.838620007,0.225574002,0.059999999,0.165573999,0.734012008,3.759569883,0.169181004,0.059999999,0.109181002,0.645349979,2.819679976,133.0209961,153.6999969,-20.67849922,0.134537995,0.865462005,0,45.71049881,-45.71049881,1,0,0,1.151409984,-1.151409984,1,0,0,0,0,0,0,0,0.294117987,-0.294117987,1,0,38.4615004,23,-22.61540031,0.983277977,0.0167224,110.61,28.19,10,10,0,4.28,1.73,10,57.96,,
-1,-1,-1,98, ,1150335.345,5035746.966,20,142.8782921,934,5.377220154,7.110000134,-1.73277998,0.243709996,0.756290019,0.064733699,0.035,0.029733701,0.459324002,1.849539995,1.034450054,1.129999995,-0.095551699,0.084559001,0.915440977,0.130860999,0.119999997,0.010861,0.082996503,1.090510011,0.098145999,0.119999997,-0.021854,0.182117,0.817883015,142.878006,175.1999969,-32.32170105,0.184485003,0.815514982,25.0941008,84.40480041,-84.15380096,0.99702698,0.00297307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6322987,80,-79.56369781,0.994545996,0.00545404,39.95,5.51,6.8,6.7,4.14,5.45,6.03,9.09,63.51,,
-1,-1,-1,99, ,1109450.118,5031507.125,20,232.6980387,8600,7.599420071,12.72000027,-5.120580196,0.402561009,0.597438991,0.045635901,0.018200001,0.027435901,0.601190984,2.507460117,1.109230042,1.080000043,0.0292306,0.026352201,1.027070045,0.092595197,0.090000004,0.0025952,0.0280273,1.028839946,0.0694464,0.090000004,-0.0205536,0.228373006,0.771627009,232.697998,244.6000061,-11.90200043,0.0486589,0.951340973,0,85.03749847,-85.03749847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3252014,55,-54.63669968,0.993394971,0.00660458,257.56,515.29,2.7,3.95,3.07,7.25,5.95,3.54,34.43,,
-1,-1,-1,100, ,1120898.685,5034353.753,20,189.8305774,8603,7.172870159,6.389999866,0.782869995,0.109142996,1.122509956,0.0247346,0.013,0.0117346,0.474420995,1.902660012,1.076519966,1.200000048,-0.123475999,0.102897003,0.897103012,0.098101601,0.050000001,0.0481016,0.490323991,1.962030053,0.073576197,0.050000001,0.0235762,0.320432007,1.471519947,189.8309937,213.3999939,-23.56940079,0.110446997,0.88955301,4.4558801,79.28849792,-79.24389648,0.999437988,0.000561983,0,2.27989006,-2.27989006,1,0,0,0,0,0,0,0,1.146340013,-1.146340013,1,0,60.5184019,56,-55.39479828,0.989193022,0.0108069,149.95,62.05,0,2.34,4.53,6.4,5.17,6.91,31.68,,
-1,-1,-1,101, ,1115666.462,5033265.775,10,166.7167407,8715,6.634399891,6.53000021,0.104400001,0.015736099,1.015990019,0.0513632,0.034000002,0.0173632,0.338046998,1.51067996,1.025380015,1.100000024,-0.074621901,0.067838103,0.932161987,0.106063999,0.090000004,0.016063999,0.151455998,1.178490043,0.079547897,0.090000004,-0.0104521,0.116134003,0.883866012,166.7169952,173.3999939,-6.683259964,0.038542401,0.961458027,0,92.77380371,-92.77380371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5501976,82,-81.23449707,0.990665019,0.0093354,288.35,66.35,7.35,7.73,1.61,7.41,3.54,6.48,53.38,,
-1,-1,-1,102, ,1043432.493,5034794.634,10,111.382715,9656,7.020540237,10.56999969,-3.549459934,0.335804999,0.664195001,0.00285498,0.0011,0.00175498,0.61470902,2.595439911,1.021600008,1.74000001,-0.718400002,0.412874013,0.587126017,0.100230001,0.002,0.098229997,0.980045974,50.11500168,0.075172603,0.002,0.073172599,0.97339499,37.5862999,111.3830032,212.1999969,-100.8170013,0.475104988,0.524895012,0,46.32350159,-46.32350159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3913002,7,-6.826089859,0.975154996,0.0248447,3114.99,1121.26,10,5.11,0,10,0,8.62,52.36,,
-1,-1,-1,103, ,1033146.204,5035363.433,10,21.73219416,9913,1.181270003,2.109999895,-0.928730011,0.440156013,0.559844017,0.079185396,0.014,0.065185398,0.823199987,5.656099796,1.06182003,3.400000095,-2.338180065,0.687700987,0.312299013,0.595688999,0.002,0.593689024,0.996643007,297.8450012,0.446767002,0.002,0.444766998,0.995522976,223.3829956,21.73220062,131.5,-109.7679977,0.83473599,0.165263996,0,91.71430206,-91.71430206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-30,1,0,205.32,69.06,0,9.03,0,5.44,0,5.44,18.21,,
-1,-1,-1,104, ,1031081.694,5048274.563,40,183.8715442,7963,5.168529987,8.489999771,-3.321470022,0.391220987,0.608779013,0.073668398,0.061999999,0.0116684,0.158390999,1.188199997,1.045729995,1,0.045729201,0.043729499,1.045729995,0.136144996,0.180000007,-0.043855,0.243639007,0.756361008,0.102109,0.180000007,-0.077891,0.432727993,0.567272007,183.871994,185,-1.12846005,0.00609976,0.993900001,0,124.663002,-124.663002,1,0,0,5.493070126,-5.493070126,1,0,0,15.68900013,-15.68900013,1,0,0,10.79609966,-10.79609966,1,0,10.0000001,103,-102.9000015,0.999028981,0.000970874,151.35,12.95,10,0,1.5,6.67,4.64,7.18,0,,
-1,-1,-1,105, ,1040300.579,5066899.408,10,166.9897426,7964,4.910630226,6.949999809,-2.03937006,0.293435007,0.706565022,0.0203235,0.021400001,-0.00107646,0.050301801,0.949697971,1.160130024,1.210000038,-0.049868502,0.041213602,0.958786011,0.143295005,0.039999999,0.103294998,0.720856011,3.582380056,0.107470997,0.039999999,0.067470998,0.627807021,2.686769962,166.9900055,167.8999939,-0.910256982,0.00542143,0.994579017,0,104.4250031,-104.4250031,1,0,0,2.214509964,-2.214509964,1,0,0,0.705716014,-0.705716014,1,0,0,1.607139945,-1.607139945,1,0,77.7778029,59,-58.22219849,0.986817002,0.0131827,857.65,95.99,7.37,7.05,7.74,8.93,6.76,6.38,78.38,,
-1,-1,-1,106, ,1022295.4,5065397.902,20,116.0480746,4899,3.178349972,6.949999809,-3.771650076,0.542683005,0.457316995,0.115176,0.021400001,0.093776204,0.814198017,5.382070065,1.023249984,1.210000038,-0.186745003,0.154335007,0.845664978,0.221395001,0.039999999,0.181394994,0.819326997,5.534870148,0.166045994,0.039999999,0.126046002,0.759103,4.151150227,116.0479965,167.8999939,-51.85189819,0.308825999,0.691173971,0,104.4250031,-104.4250031,1,0,0,2.214509964,-2.214509964,1,0,0,0.705716014,-0.705716014,1,0,0,1.607139945,-1.607139945,1,0,4.8820902,59,-58.95119858,0.999172986,0.000827472,0,0,0,0,0,0,0,0,0,,
-1,-1,-1,107, ,1022464.182,5065313.596,50,89.60830983,424,3.192480087,6.949999809,-3.75751996,0.54065001,0.45934999,0.131705999,0.021400001,0.110306002,0.837517023,6.154489994,1.034309983,1.210000038,-0.175694004,0.145201996,0.854798019,0.220414996,0.039999999,0.180415004,0.818524003,5.510379791,0.165310994,0.039999999,0.125311002,0.758032024,4.132770061,89.60829926,167.8999939,-78.29170227,0.466300011,0.533699989,0,104.4250031,-104.4250031,1,0,0,2.214509964,-2.214509964,1,0,0,0.705716014,-0.705716014,1,0,0,1.607139945,-1.607139945,1,0,9.0909101,59,-58.90909958,0.998458982,0.00154083,0,0,0,0,0,0,0,0,0,,
-1,-1,-1,108, ,1029186.585,5069328.229,20,106.6098694,7966,3.164740086,3.160000086,0.00474009,0.00149778,1.00150001,0.159391001,0.082199998,0.0771911,0.484286994,1.939059973,1.009220004,1.080000043,-0.070783697,0.065540403,0.934459984,0.222347006,0.090000004,0.132347003,0.595227003,2.47052002,0.166759998,0.090000004,0.076760001,0.460301995,1.852890015,106.6100006,125.5,-18.89010048,0.150518999,0.849480987,0,47.01250076,-47.01250076,1,0,0,30.92259979,-30.92259979,1,0,0,37.0257988,-37.0257988,1,0,0,17.92860031,-17.92860031,1,0,30.7691991,14,-13.69229984,0.978021979,0.021978,31.87,7.74,10,10,0,1.44,0,10,46.68,,
-1,-1,-1,109, ,1020215.813,5073303.413,10,168.4017795,9463,2.613800049,2.519999981,0.093800001,0.0358865,1.037220001,0.059898201,0.079499997,-0.0196018,0.246564001,0.753436029,1.045510054,1.00999999,0.035505801,0.033960398,1.035150051,0.269212991,0.01,0.259213001,0.962854981,26.92130089,0.201910004,0.01,0.191909999,0.950473011,20.19099998,168.4019928,163.8999939,4.501780033,0.0267324,1.027469993,0,82.0625,-82.0625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,54,-53,0.981481016,0.0185185,543.01,274.77,10,10,0,8.67,0,10,64.56,,
-1,-1,-1,110, ,1019563.908,5094472.945,10,111.6026532,3817,1.984760046,2.519999981,-0.535239995,0.212396994,0.787603021,0.132740006,0.079499997,0.053239599,0.401082993,1.669679999,1.044700027,1.00999999,0.0346989,0.033214301,1.034360051,0.35453701,0.01,0.34453699,0.971794009,35.45370102,0.265902013,0.01,0.255901992,0.962391973,26.59020042,111.6029968,163.8999939,-52.29729843,0.319081008,0.680918992,0,82.0625,-82.0625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,-54,1,0,0,0,0,0,0,0,0,0,0,,
-1,-1,-1,111, ,1019764.488,5095294.354,10,115.9100948,6562,1.693989992,2.559999943,-0.86601001,0.338284999,0.661714971,0.166315004,0.128000006,0.038315501,0.230378002,1.29934001,1.018309951,1.039999962,-0.021689501,0.0208553,0.97914499,0.415392011,0.059999999,0.355392009,0.855557978,6.92320013,0.311544001,0.059999999,0.251543999,0.807411015,5.192399979,115.9100037,119.1999969,-3.289910078,0.027599899,0.97240001,0,86.8289032,-86.8289032,1,0,16.6666999,8.774060249,-8.607390404,0.981005013,0.018995401,16.6666999,24.42169952,-24.25499916,0.99317503,0.00682454,16.6666999,9.691180229,-9.524510384,0.982801974,0.017197801,0,68,-68,1,0,0,0,0,8.86,0,0,0,10,0,,
-1,-1,-1,112, ,1000294.062,5111215.713,20,85.25303551,9615,2.52128005,1.529999971,0.991280019,0.393164992,1.647899985,0.168194994,0.120399997,0.0477947,0.284162998,1.396970034,1.047060013,1.25999999,-0.212941006,0.169000998,0.830999017,0.279092014,0.039999999,0.239092007,0.856678009,6.977300167,0.209318995,0.039999999,0.169319004,0.808903992,5.232979774,85.25299835,110,-24.74699974,0.224971995,0.77502799,0,107.0970001,-107.0970001,1,0,0,6.782519817,-6.782519817,1,0,0,20.39839935,-20.39839935,1,0,0,14.59090042,-14.59090042,1,0,66.6666985,106,-105.3330002,0.993710995,0.00628931,54.55,11.19,10,10,0,3.43,0,10,51.59,,
-1,-1,-1,113, ,1007222.114,5111334.105,30,113.2458688,9610,3.87477994,2.730000019,1.14478004,0.295444012,1.419330001,0,0,0,0,0,1.014780045,1.149999976,-0.135217994,0.117581002,0.88241899,0.181603,0.07,0.111602999,0.614543974,2.594330072,0.136201993,0.07,0.066202,0.486057013,1.945739985,113.2460022,116.1999969,-2.954129934,0.0254228,0.97457701,0,95.78949738,-95.78949738,1,0,0,32.96699905,-32.96699905,1,0,0,35.4090004,-35.4090004,1,0,0,26.84560013,-26.84560013,1,0,69.2308009,84,-83.30770111,0.991757989,0.00824176,34.42,24.49,10,8.58,0,3.76,0,10,48.92,,
-1,-1,-1,114, ,1035016.948,5038475.082,30,165.1946342,9721,4.255579948,7.349999905,-3.094419956,0.421009988,0.578989983,0.035648901,0.032600001,0.00304885,0.085524604,1.093520045,1.02481997,1.059999943,-0.0351803,0.033188999,0.966811001,0.165352002,0.07,0.095352001,0.576660991,2.362169981,0.124013998,0.07,0.054014001,0.435548007,1.771630049,165.1950073,167.8000031,-2.605370045,0.0155266,0.98447299,0,86.28749847,-86.28749847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,-33,1,0,458.88,154.31,8.73,2.94,6.59,6.5,9.56,5.76,68.1,,
-1,-1,-1,115, ,1018420.421,5064266.949,10,162.9666272,9461,3.533149958,2.450000048,1.083150029,0.306567997,1.442100048,0.086917698,0.067299999,0.019617699,0.225703999,1.291499972,1.00624001,1.080000043,-0.073762,0.068298198,0.931702018,0.199162006,0.02,0.179161996,0.899578989,9.958100319,0.149371997,0.02,0.129372001,0.866105974,7.468599796,162.9669952,175.1999969,-12.23340034,0.069825202,0.930175006,0,84.73809814,-84.73809814,1,0,0,5.352630138,-5.352630138,1,0,0,1.529340029,-1.529340029,1,0,0,3.201390028,-3.201390028,1,0,87.5,75,-74.125,0.988332987,0.0116667,182.65,190.16,9.27,10,0,7.11,0,10,58.91,,
-1,-1,-1,116, ,1040052.852,5065415.193,10,88.67994676,7960,5.753660202,8.210000038,-2.456340075,0.299189001,0.700811028,0.0183929,0.0091,0.00929287,0.505243003,2.021189928,1.004899979,1.830000043,-0.825097024,0.450872988,0.549126983,0.122299999,0.02,0.102300003,0.836467981,6.114999771,0.091724701,0.02,0.071724698,0.781956017,4.586239815,88.67990112,157.6999969,-69.02010345,0.437667012,0.562332988,0,93.98680115,-93.98680115,1,0,0,0.559988976,-0.559988976,1,0,0,1.733860016,-1.733860016,1,0,0,0.904411972,-0.904411972,1,0,27.7778,26,-25.72220039,0.989315987,0.0106838,215.6,60.72,6.57,0.25,8.37,4.89,7.94,1.92,43.01,,
-1,-1,-1,117, ,1040913.575,5070379.729,30,199.3966824,4900,5.541669846,10.77999973,-5.238329887,0.485929996,0.514069974,0.024297301,0.021199999,0.00309728,0.127473995,1.146100044,1.251680017,1,0.25168401,0.201076001,1.251680017,0.126977995,0.090000004,0.036977999,0.291215986,1.410869956,0.0952335,0.090000004,0.0052335,0.054954398,1.058150053,199.3970032,190,9.396679878,0.0471256,1.049460053,0,81.05259705,-81.05259705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.333298,56,-55.06669998,0.983332992,0.016666699,689.47,180.38,8.95,3.98,8.77,8.66,6.67,3.37,68.88,,
-1,-1,-1,118, ,1020340.317,5070710.966,10,161.1654114,9462,3.074179888,2.029999971,1.044180036,0.339661002,1.514369965,0.113177001,0.080600001,0.0325769,0.287840009,1.40418005,1.000550032,1.080000043,-0.079448603,0.073563501,0.926436007,0.228897005,0.01,0.218897,0.956312001,22.88969994,0.171673,0.01,0.161672994,0.94174999,17.16729927,161.1649933,175.5,-14.33460045,0.081678599,0.918321013,0,111.6900024,-111.6900024,1,0,0,1.737370014,-1.737370014,1,0,0,2.395210028,-2.395210028,1,0,0,2.104170084,-2.104170084,1,0,100,66,-65,0.984848022,0.0151515,222.22,51.68,10,8.95,0,6.05,0,10,55.49,,
-1,-1,-1,119, ,1047655.883,5076874.875,10,157.2520761,7965,4.433420181,9.359999657,-4.926579952,0.526344001,0.473655999,0.00269165,0.0045,-0.00180835,0.401854992,0.598145008,1.004559994,1.019999981,-0.0154359,0.0151332,0.984866977,0.158719003,0.01,0.148718998,0.936995983,15.8718996,0.119039997,0.01,0.10904,0.915995002,11.90400028,157.2519989,160,-2.747920036,0.017174499,0.982824981,0,116.262001,-116.262001,1,0,0,0,0,0,0,0,1.099480033,-1.099480033,1,0,0,0.449999988,-0.449999988,1,0,71.4286029,85,-84.28569794,0.991596997,0.00840336,875,174.02,6.61,7.09,5.56,8.43,6.01,4.21,62.72,,
-1,-1,-1,120, ,1039011.196,5076490.409,20,371.7095982,9969,10.55560017,19.35000038,-8.794400215,0.454490989,0.545508981,0.0210521,0.015799999,0.00525211,0.249480993,1.332409978,1.150470018,1.190000057,-0.039528001,0.033216801,0.966782987,0.066663198,0.059999999,0.0066632,0.099953197,1.11105001,0.0499974,0.059999999,-0.0100026,0.166710004,0.833289981,371.7099915,400,-28.29039955,0.070726,0.929274023,0,109.2050018,-109.2050018,1,0,0,2.372529984,-2.372529984,1,0,0,0.573805988,-0.573805988,1,0,0,1.81080997,-1.81080997,1,0,95.2682972,65,-64.04730225,0.985342979,0.0146567,400,251.15,0.29,6.83,0,7.67,0,10,30.25,,
-1,-1,-1,121, ,1029828.547,5075574.621,20,261.1451915,5656,10.41009998,24.70999908,-14.29990005,0.578709006,0.421290994,0.0332486,0.040100001,-0.00685143,0.170858994,0.829141021,1.04084003,1.070000052,-0.02916,0.0272523,0.972747982,0.067594901,0.25999999,-0.192405,0.740019977,0.259979993,0.050696202,0.25999999,-0.209304005,0.805015028,0.194985002,261.144989,266,-4.854810238,0.018251199,0.981748998,5.5555601,77.03949738,-76.98390198,0.999279022,0.000721131,0,5.909480095,-5.909480095,1,0,0,21.78739929,-21.78739929,1,0,0,12.20590019,-12.20590019,1,0,44.4444001,57,-56.55559921,0.992202997,0.00779727,357.14,136.29,0,10,0,6.87,0,0,0,,
-1,-1,-1,122, ,1038883.507,5091507.624,10,170.6115577,7962,5.764530182,7.170000076,-1.405470014,0.196021006,0.80397898,0.0085184,0.0103,-0.0017816,0.172970995,0.82702899,1.041730046,1.070000052,-0.028266599,0.026417401,0.973582983,0.122069001,0.039999999,0.082069002,0.672316015,3.051719904,0.091551699,0.039999999,0.0515517,0.563088,2.288789988,170.6119995,177.5,-6.888440132,0.0388081,0.961192012,0,80.55680084,-80.55680084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,-34,1,0,242.25,105.61,2.99,10,7.15,4.64,7.63,1.27,52.27,,
-1,-1,-1,123, ,1037096.571,5100010.123,20,116.095959,7961,2.396150112,2.569999933,-0.17385,0.0676459,0.932353973,0.0283744,0.0137,0.0146744,0.517171025,2.071130037,1.040330052,1.75,-0.709666014,0.405523986,0.594475985,0.293666989,0.002,0.291667014,0.993189991,146.8329926,0.220249996,0.002,0.218250006,0.990918994,110.125,116.0960007,171.8000031,-55.70399857,0.324238002,0.675761998,0,65.14289856,-65.14289856,1,0,0,1.827489972,-1.827489972,1,0,0,0.527287006,-0.527287006,1,0,0,0.833333015,-0.833333015,1,0,0,9,-9,1,0,46.57,3.53,2.35,0.12,0,0.63,2.52,3.01,0,,
-1,-1,-1,124, ,993178.9086,5105493.148,20,111.5746011,9612,3.96690011,4.619999886,-0.653100014,0.141363993,0.858636022,0.060358901,0.064000003,-0.00364107,0.056891698,0.943108022,1.03797996,1.019999981,0.0179759,0.0173182,1.017619967,0.177385002,0.050000001,0.127385005,0.718127012,3.547699928,0.133038998,0.050000001,0.083039001,0.624170005,2.660779953,111.5749969,109,2.574599981,0.023075201,1.023620009,0,105.375,-105.375,1,0,0,8.053250313,-8.053250313,1,0,0,0,0,0,0,0,4.628789902,-4.628789902,1,0,46.6666996,76,-75.53330231,0.993860006,0.00614035,36.7,4.24,10,5.97,0,2.3,2.55,10,45.16,,
-1,-1,-1,125, ,987552.6523,5118458.049,30,86.45063895,6567,6.025859833,6.289999962,-0.26414001,0.0419937,0.958006024,0.062967703,0.064400002,-0.00143227,0.022240199,0.977760017,1.113330007,1.220000029,-0.106666997,0.087432101,0.912567973,0.116774999,0.090000004,0.026775001,0.229286999,1.297500014,0.087581299,0.090000004,-0.0024187,0.026874499,0.973125994,86.45059967,121.9000015,-35.44940186,0.290807009,0.709192991,0,102.012001,-102.012001,1,0,0,0,0,0,0,0,2.278110027,-2.278110027,1,0,0,0.892857015,-0.892857015,1,0,0,95,-95,1,0,131.26,54.36,10,5.99,0,7.92,2.51,9.37,57.49,,
-1,-1,-1,126, ,856461.1064,4946716.498,10,153.6460568,9195,4.730110168,3.849999905,0.880110025,0.186065003,1.228600025,0.0182935,0.0155,0.00279346,0.152703002,1.180220008,1.070580006,1.230000019,-0.159424007,0.129612997,0.870387018,0.148763999,0.050000001,0.098764002,0.663896978,2.975280046,0.111573003,0.050000001,0.061572999,0.551863015,2.231460094,153.6459961,177.8000031,-24.15390015,0.135848999,0.864151001,0,106.9089966,-106.9089966,1,0,0,6.494470119,-6.494470119,1,0,0,20.34000015,-20.34000015,1,0,0,11.16219997,-11.16219997,1,0,66.6666985,49,-48.33330154,0.986395001,0.0136054,73.12,53.39,0.12,0.53,9.19,3.04,10,3.76,34.87,Fair,Meandering PC-FP
-1,-1,-1,127, ,860889.0534,4947946.18,20,192.7719548,8193,7.542660236,5.599999905,1.942659974,0.257555991,1.346899986,0.00649984,0.0069,-0.000400163,0.057994701,0.942004979,1.25541997,1.25,0.00541952,0.0043169,1.004340053,0.093291998,0.050000001,0.043292001,0.464047998,1.865839958,0.069968998,0.050000001,0.019969,0.285398006,1.399379969,192.7720032,196.6999969,-3.928050041,0.0199697,0.98003,0,84.25,-84.25,1,0,0,10.52180004,-10.52180004,1,0,0,20.24580002,-20.24580002,1,0,0,11.26280022,-11.26280022,1,0,66.6666985,17,-16.33329964,0.960784018,0.039215699,111.85,24.25,0.64,3.96,2.43,4.8,5.1,5.57,24.61,Good,Pool Riffle
-1,-1,-1,128, ,827630.177,4946291.994,20,119.6429987,8249,4.883500099,3.75,1.13349998,0.232107997,1.302270055,0.024976401,0.0255,-0.000523625,0.020534299,0.979466021,1.016190052,1.269999981,-0.253807992,0.199848995,0.800152004,0.144090995,0.059999999,0.084091,0.583595991,2.401520014,0.108069003,0.059999999,0.048069,0.444799006,1.801149964,119.6429977,155.8000031,-36.1570015,0.232072994,0.767926991,0,85.01319885,-85.01319885,1,0,0,3.761029959,-3.761029959,1,0,0,11.33139992,-11.33139992,1,0,0,5.191180229,-5.191180229,1,0,81.8181992,8,-7.181819916,0.897727013,0.102273002,115.53,91.29,3.68,0,9.03,3.78,8.31,5.37,43.59,Good,Steep Ephemeral Hillslope
-1,-1,-1,129, ,850541.7277,4950437.777,10,219.9271394,8194,11.11699963,10.84000015,0.27700001,0.0249168,1.025550008,0.00429972,0.0051,-0.000800276,0.156917006,0.843083024,1.227910042,1.25999999,-0.032087501,0.025466301,0.974533975,0.063296802,0.050000001,0.0132968,0.210070997,1.265939951,0.0474726,0.050000001,-0.0025274,0.050547998,0.949451983,219.927002,241,-21.07290077,0.087439299,0.912560999,0,82.63749695,-82.63749695,1,0,0,8.379969597,-8.379969597,1,0,0,23.08889961,-23.08889961,1,0,0,11.39999962,-11.39999962,1,0,33.3332986,9,-8.666669846,0.962962985,0.037037,8.3,9.93,0,10,0,0,0,10,18.39,Good,BC Elongate Discontinuous FP
-1,-1,-1,130, ,818627.4143,4949424.799,10,134.8597137,8667,3.538670063,4.010000229,-0.471329987,0.117539003,0.882461011,0.030889399,0.0261,0.0047894,0.155049995,1.183500052,1.082849979,1.220000029,-0.137152001,0.112419002,0.887580991,0.198852003,0.07,0.128851995,0.647979021,2.840739965,0.149139002,0.07,0.079139002,0.530638993,2.130559921,134.8600006,164,-29.14030075,0.177684993,0.822314978,0,58.27500153,-58.27500153,1,0,0,10.72500038,-10.72500038,1,0,0,15.51109982,-15.51109982,1,0,0,7.614290237,-7.614290237,1,0,0,0,0,0,0,6.1,0.12,0.4,0,10,0,10,3.14,27.16,Good,Meandering PC-FP
-1,-1,-1,131, ,829504.0469,4950626.469,20,153.0955947,8248,5.416269779,4.059999943,1.356269956,0.25040701,1.334059954,0.0179228,0.0153,0.00262277,0.146337003,1.171419978,1.059350014,1.149999976,-0.0906481,0.078824498,0.921176016,0.129917994,0.059999999,0.069917999,0.53816998,2.165299892,0.097438402,0.059999999,0.0374384,0.384225994,1.623970032,153.095993,162.6000061,-9.50440979,0.058452699,0.941546977,0,92.40000153,-92.40000153,1,0,0,7.183440208,-7.183440208,1,0,0,37.52569962,-37.52569962,1,0,0,14.21430016,-14.21430016,1,0,81.8181992,25,-24.18180084,0.967272997,0.032727301,12.3,18.95,2.46,0,9.37,0,10,0,22.95,Good,CV-Floodplain Pockets
-1,-1,-1,132, ,832888.7071,4952960.949,10,131.7662497,8252,4.515610218,4.03000021,0.485610008,0.107539997,1.120499969,0.031724401,0.028100001,0.00362445,0.114248,1.128980041,1.012840033,1.279999971,-0.267163992,0.208721995,0.791278005,0.155830994,0.039999999,0.115831003,0.743312001,3.895770073,0.116873004,0.039999999,0.076872997,0.657747984,2.921829939,131.7660065,167.5,-35.7336998,0.213336006,0.786664009,0,118.6279984,-118.6279984,1,0,0,11.48820019,-11.48820019,1,0,0,6.289680004,-6.289680004,1,0,0,10.78989983,-10.78989983,1,0,77.7778029,83,-82.22219849,0.990629017,0.00937082,83.58,17.69,6.65,0,10,3.02,10,0,42.32,Good,Meandering PC-FP
-1,-1,-1,133, ,830865.789,4952906.178,10,147.9570888,9260,6.079060078,5.360000134,0.719060004,0.118285,1.134150028,0.0193046,0.019200001,0.000104604,0.00541862,1.00545001,1.316319942,1.289999962,0.026322,0.0199966,1.020400047,0.115753002,0.079999998,0.035753001,0.308872998,1.446910024,0.086814798,0.079999998,0.0068148,0.078498103,1.085180044,147.9570007,174.1000061,-26.14290047,0.15016,0.849839985,0,89.97619629,-89.97619629,1,0,0,4.233920097,-4.233920097,1,0,0,13.11740017,-13.11740017,1,0,0,6.131939888,-6.131939888,1,0,55.0000012,51,-50.45000076,0.98921603,0.0107843,132.11,33.43,7.38,2.78,7.08,4.23,8.33,2.73,49.4,Good,Low Sinuosity Gravel Anabranch
